LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,Defective
6,1,2,0,2,0,1,0.13,0,0.0,1,1.0,3,1,0.0,8,1,25.29,7.22,1319.22,N
6,3,1,1,1,4,2,0.2,2,2.0,1,0.5,6,1,0.0,9,1,22.66,10.31,2409.37,Y
6,3,1,0,1,4,2,0.2,2,2.0,1,0.5,6,1,0.0,10,1,19.46,11.79,2703.0,N
5,1,2,0,1,0,1,0.14,0,0.0,1,1.0,3,1,0.0,7,1,23.5,5.5,710.97,N
4,5,2,0,0,8,3,0.25,4,2.0,3,1.0,10,1,0.0,12,0,18.58,9.6,1712.42,N
5,3,2,1,1,4,2,0.25,2,2.0,2,1.0,6,1,0.0,7,4,20.23,4.44,399.66,N
4,3,2,0,1,4,2,0.25,2,2.0,2,1.0,6,1,0.0,8,4,20.23,4.44,399.66,N
8,5,3,1,1,6,3,0.12,2,3.0,2,0.67,12,3,1.0,24,3,18.24,30.58,17051.32,Y
5,1,1,2,0,0,1,0.11,0,0.0,1,1.0,2,1,0.0,7,3,19.64,5.5,594.0,N
5,3,2,0,0,4,2,0.25,2,2.0,2,1.0,8,1,0.0,8,3,16.19,9.44,1444.3,N
8,3,4,0,3,4,2,0.2,2,2.0,2,1.0,8,1,0.0,10,4,40.24,4.43,790.81,N
7,3,0,1,0,4,2,0.13,2,2.0,1,0.5,6,1,0.0,14,6,20.48,14.77,4470.34,Y
3,7,2,20,5,12,4,0.18,6,2.0,4,1.0,15,1,0.0,2,0,21.59,13.59,3988.08,Y
3,3,0,0,0,4,2,0.29,2,2.0,1,0.5,6,1,0.0,7,3,11.46,7.5,644.64,N
9,7,3,1,5,12,4,0.15,6,2.0,4,1.0,16,1,0.0,26,0,23.42,21.94,11272.23,Y
9,7,3,1,5,12,4,0.15,6,2.0,4,1.0,16,1,0.0,26,0,23.42,21.94,11272.23,N
9,7,3,1,5,12,4,0.15,6,2.0,4,1.0,16,1,0.0,26,0,23.42,21.94,11272.23,Y
1,1,0,0,0,0,1,0.5,0,0.0,1,1.0,1,1,0.0,2,0,5.8,2.0,23.22,N
3,1,0,0,0,0,1,0.33,0,0.0,1,1.0,1,1,0.0,3,4,12.85,3.5,157.4,N
4,1,0,0,0,0,1,0.09,0,0.0,1,1.0,1,1,0.0,11,3,20.15,15.43,4795.77,N
11,9,3,6,11,16,5,0.11,8,2.0,4,0.8,23,1,0.0,40,1,32.18,22.75,16658.75,Y
31,23,15,11,17,42,12,0.14,20,2.1,10,0.83,61,4,0.27,74,0,71.39,24.46,42701.09,Y
7,5,2,1,2,8,3,0.18,4,2.0,3,1.0,12,1,0.0,16,1,17.66,17.5,5408.68,Y
7,1,1,8,6,0,1,0.07,0,0.0,1,1.0,2,1,0.0,6,0,21.37,13.3,3780.76,Y
4,3,2,3,0,4,2,0.18,2,2.0,1,0.5,8,1,0.0,8,5,18.7,10.18,1938.6,N
4,1,2,0,1,0,1,0.25,0,0.0,1,1.0,3,1,0.0,4,2,19.03,4.08,317.31,N
5,5,1,10,4,8,3,0.25,4,2.0,1,0.33,10,1,0.0,2,0,20.67,7.94,1304.74,Y
18,9,9,0,5,16,5,0.12,8,2.0,4,0.8,30,1,0.0,41,2,46.59,20.85,20251.07,N
17,7,4,4,11,12,4,0.15,6,2.0,3,0.75,20,1,0.0,23,0,18.2,36.93,24819.33,Y
8,13,1,7,2,18,7,0.19,6,3.0,2,0.29,24,5,0.67,29,0,22.98,22.76,11910.2,Y
17,6,1,0,4,0,5,0.2,0,0.0,5,1.0,16,1,0.0,25,1,26.68,22.5,13507.21,N
22,5,2,0,6,0,4,0.12,0,0.0,4,1.0,16,1,0.0,33,1,31.97,26.1,21778.37,N
4,1,0,0,1,0,1,0.25,0,0.0,1,1.0,1,1,0.0,4,1,23.44,4.0,375.06,N
22,5,2,0,6,0,4,0.12,0,0.0,4,1.0,16,1,0.0,33,1,31.97,26.1,21778.37,N
4,1,1,0,1,0,1,0.25,0,0.0,1,1.0,2,1,0.0,4,1,17.25,6.29,681.48,N
15,6,1,0,6,0,5,0.17,0,0.0,5,1.0,16,1,0.0,30,1,25.36,25.88,16988.95,N
7,5,1,1,3,8,3,0.13,4,2.0,3,1.0,12,1,0.0,22,2,22.3,13.8,4246.27,Y
15,7,0,3,7,12,4,0.17,6,2.0,1,0.25,14,1,0.0,21,2,21.19,14.3,4333.9,N
6,5,1,1,5,8,3,0.19,4,2.0,2,0.67,10,1,0.0,15,1,16.6,11.38,2148.39,Y
7,3,3,0,2,4,2,0.12,2,2.0,2,1.0,8,1,0.0,17,4,22.93,9.27,1971.45,N
4,3,1,1,0,4,2,0.2,2,2.0,1,0.5,7,1,0.0,9,1,16.64,8.94,1328.8,Y
4,1,1,0,0,0,1,0.1,0,0.0,1,1.0,2,1,0.0,10,1,19.15,8.36,1337.14,N
6,5,1,0,2,6,3,0.14,2,3.0,1,0.33,9,3,1.0,22,1,30.36,13.0,5130.52,N
5,3,1,1,2,4,2,0.11,2,2.0,1,0.5,7,1,0.0,18,1,27.2,10.0,2720.25,N
5,3,1,0,2,4,2,0.13,2,2.0,1,0.5,6,1,0.0,16,1,24.76,11.0,2995.56,N
4,6,1,8,0,4,4,0.09,2,2.0,2,0.5,15,1,0.0,37,1,35.88,23.06,19076.12,Y
2,1,1,0,0,0,1,0.14,0,0.0,1,1.0,2,1,0.0,7,1,17.94,6.75,817.52,N
5,1,1,0,0,0,1,0.09,0,0.0,1,1.0,2,1,0.0,11,1,21.27,10.0,2126.66,N
13,1,6,1,6,0,1,0.13,0,0.0,1,1.0,7,1,0.0,7,0,29.83,3.89,451.11,Y
11,7,1,1,11,12,4,0.13,6,2.0,1,0.25,20,1,0.0,31,0,51.31,17.5,15713.29,Y
7,5,1,3,3,8,3,0.27,4,2.0,2,0.67,10,1,0.0,8,0,8.09,21.0,3568.26,Y
25,16,8,13,9,16,11,0.17,8,2.0,9,0.82,33,1,0.0,53,0,34.84,35.0,42678.84,Y
4,9,2,14,3,16,5,0.15,8,2.0,4,0.8,19,1,0.0,20,0,15.65,31.06,15095.42,Y
4,1,1,1,0,0,1,0.17,0,0.0,1,1.0,2,1,0.0,5,1,16.3,4.08,271.98,Y
14,6,4,2,4,4,4,0.13,2,2.0,4,1.0,15,1,0.0,29,1,29.51,15.0,6639.14,Y
1,1,0,0,0,0,1,0.5,0,0.0,1,1.0,1,1,0.0,2,0,0.0,0.0,0.0,N
19,15,1,6,11,22,8,0.12,8,2.75,5,0.63,31,8,1.0,60,1,41.36,32.0,42352.03,Y
5,1,1,0,3,0,1,0.06,0,0.0,1,1.0,3,1,0.0,18,1,28.84,13.33,5127.24,N
5,1,1,0,3,0,1,0.1,0,0.0,1,1.0,3,1,0.0,10,1,19.66,9.6,1811.74,N
4,1,1,1,1,0,1,0.17,0,0.0,1,1.0,2,1,0.0,5,1,13.88,5.6,435.17,Y
1,1,0,0,0,0,1,0.5,0,0.0,1,1.0,1,1,0.0,2,1,5.33,1.5,12.0,N
20,7,6,11,8,4,5,0.13,2,2.0,5,1.0,21,1,0.0,29,0,43.45,17.02,12581.62,Y
8,5,3,2,6,8,3,0.14,4,2.0,3,1.0,13,1,0.0,20,1,30.43,15.17,6999.51,Y
6,3,2,2,4,4,2,0.11,2,2.0,2,1.0,8,1,0.0,16,0,26.74,12.83,4403.53,Y
20,11,3,24,10,10,7,0.13,4,2.5,5,0.71,24,4,0.5,31,0,66.27,30.44,61416.25,Y
10,5,1,2,4,8,3,0.09,4,2.0,3,1.0,13,1,0.0,31,1,32.42,21.5,14986.93,N
4,3,1,0,0,4,2,0.2,2,2.0,1,0.5,7,1,0.0,10,1,14.63,9.75,1390.58,N
9,15,1,15,3,28,8,0.14,14,2.0,1,0.13,33,1,0.0,41,1,28.48,37.78,40642.28,Y
5,1,1,0,0,0,1,0.08,0,0.0,1,1.0,2,1,0.0,12,1,23.98,8.0,1534.53,N
10,15,2,23,5,28,8,0.16,14,2.0,3,0.38,36,1,0.0,27,1,34.3,29.36,29575.64,Y
9,11,1,5,3,20,6,0.15,10,2.0,1,0.17,25,1,0.0,35,1,28.15,27.0,20519.43,Y
19,17,10,14,10,28,9,0.19,12,2.33,6,0.67,36,1,0.0,33,0,53.47,15.83,13404.4,Y
4,3,1,2,1,4,2,0.2,2,2.0,2,1.0,7,1,0.0,8,0,13.65,11.0,1651.29,N
5,7,0,6,2,12,4,0.17,6,2.0,1,0.25,13,1,0.0,17,0,18.32,13.44,3312.04,Y
4,7,2,3,2,12,4,0.15,6,2.0,2,0.5,15,1,0.0,23,0,12.12,25.67,7986.92,Y
2,7,0,0,0,10,4,0.8,2,5.0,1,0.25,9,1,0.0,5,0,17.92,6.4,734.17,N
3,5,0,1,0,8,3,0.25,4,2.0,1,0.33,9,1,0.0,11,5,14.12,11.0,1708.56,Y
6,5,1,1,2,8,3,0.2,4,2.0,2,0.67,11,1,0.0,14,0,12.24,14.57,2599.73,Y
23,23,10,8,19,42,12,0.21,20,2.1,6,0.5,67,6,0.45,50,2,117.86,30.67,110843.58,Y
17,17,6,8,11,32,9,0.16,16,2.0,6,0.67,48,1,0.0,47,1,86.67,27.58,65929.86,N
17,9,8,6,11,16,5,0.18,8,2.0,5,1.0,22,1,0.0,22,0,41.03,12.75,6670.63,Y
4,7,2,0,3,12,4,0.18,6,2.0,2,0.5,16,1,0.0,22,1,18.61,23.33,10132.78,N
9,11,1,6,10,20,6,0.15,10,2.0,3,0.5,22,6,1.0,33,1,28.62,39.24,44060.1,N
14,1,0,62,13,0,1,0.01,0,0.0,1,1.0,1,1,0.0,133,0,257.7,73.75,1401719.45,Y
3,5,0,2,5,8,3,0.38,4,2.0,1,0.33,10,1,0.0,6,3,11.15,13.0,1884.3,Y
6,9,3,2,6,16,5,0.19,8,2.0,3,0.6,21,1,0.0,25,0,28.01,16.89,7990.71,Y
0,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,N
6,3,1,1,1,4,2,0.17,2,2.0,1,0.5,6,1,0.0,11,1,22.46,10.39,2424.6,Y
2,1,2,0,0,0,1,0.17,0,0.0,1,1.0,3,1,0.0,6,0,15.42,4.8,355.24,N
3,7,2,17,1,8,4,0.21,2,4.0,2,0.5,11,4,1.0,2,1,21.96,14.0,4304.47,Y
11,29,3,27,11,50,15,0.19,22,2.27,9,0.6,61,10,0.64,51,1,32.25,50.79,83227.41,Y
12,9,5,15,13,16,5,0.11,8,2.0,3,0.6,26,1,0.0,30,0,34.26,27.0,24973.53,Y
5,1,1,0,0,0,1,0.1,0,0.0,1,1.0,2,1,0.0,10,1,21.06,8.36,1470.86,N
5,1,1,0,0,0,1,0.09,0,0.0,1,1.0,2,1,0.0,11,1,23.74,8.44,1689.91,N
2,3,4,1,0,4,2,0.17,2,2.0,2,1.0,8,1,0.0,11,1,27.68,8.25,1884.3,Y
1,1,0,1,2,0,1,0.33,0,0.0,1,1.0,1,1,0.0,2,1,9.0,3.0,81.0,Y
8,3,0,1,7,4,2,0.13,2,2.0,1,0.5,7,1,0.0,15,1,20.68,12.5,3231.69,Y
4,13,1,9,0,18,7,0.26,6,3.0,4,0.57,25,7,1.0,18,1,18.44,22.5,9335.36,Y
12,13,9,8,10,24,7,0.19,12,2.0,6,0.86,31,1,0.0,28,0,60.82,9.92,5988.69,Y
3,1,1,0,0,0,1,0.14,0,0.0,1,1.0,2,1,0.0,7,5,22.72,7.56,1297.09,N
14,1,1,55,0,0,1,0.0,0,0.0,1,1.0,196,1,0.0,155,0,2246.32,11.67,306039.54,Y
16,22,4,18,7,22,15,0.25,10,2.2,13,0.87,45,1,0.0,42,1,31.75,72.5,166891.74,N
4,1,0,0,0,0,1,0.13,0,0.0,1,1.0,1,1,0.0,8,1,18.58,11.0,2247.77,N
4,1,0,0,0,0,1,0.13,0,0.0,1,1.0,1,1,0.0,8,1,18.58,11.0,2247.77,N
4,1,2,1,1,0,1,0.17,0,0.0,1,1.0,3,1,0.0,5,1,14.51,4.2,255.97,N
4,1,1,0,1,0,1,0.14,0,0.0,1,1.0,2,1,0.0,7,1,18.28,7.5,1027.99,N
12,7,4,4,6,10,4,0.12,4,2.5,3,0.75,17,3,0.67,29,1,52.95,17.71,16602.83,N
3,1,1,0,4,0,1,0.25,0,0.0,1,1.0,2,1,0.0,4,0,14.99,3.0,134.92,N
2,1,1,0,0,0,1,0.2,0,0.0,1,1.0,2,1,0.0,5,0,17.22,4.08,287.09,N
3,1,1,1,2,0,1,0.25,0,0.0,1,1.0,2,1,0.0,3,0,15.36,3.5,188.21,Y
2,1,1,0,1,0,1,0.33,0,0.0,1,1.0,2,1,0.0,3,0,10.8,2.5,67.5,N
2,1,0,0,0,0,1,0.33,0,0.0,1,1.0,1,1,0.0,3,0,8.98,2.5,56.15,N
2,1,1,0,1,0,1,0.33,0,0.0,1,1.0,2,1,0.0,3,0,10.8,2.5,67.5,N
1,1,0,0,0,0,1,0.5,0,0.0,1,1.0,1,1,0.0,2,0,0.0,0.0,0.0,N
1,1,0,0,0,0,1,0.33,0,0.0,1,1.0,1,1,0.0,3,0,9.05,2.0,36.19,N
2,1,0,0,0,0,1,0.33,0,0.0,1,1.0,1,1,0.0,3,0,8.98,2.5,56.15,N
2,1,0,0,0,0,1,0.33,0,0.0,1,1.0,1,1,0.0,3,0,8.98,2.5,56.15,N
6,5,1,0,2,8,3,0.11,4,2.0,1,0.33,12,1,0.0,28,1,28.96,13.46,5249.74,N
5,5,1,2,2,8,3,0.1,4,2.0,1,0.33,11,1,0.0,27,1,31.25,16.0,7999.44,Y
5,1,1,0,0,0,1,0.1,0,0.0,1,1.0,2,1,0.0,10,1,19.62,8.36,1370.57,N
5,1,1,0,0,0,1,0.1,0,0.0,1,1.0,2,1,0.0,10,1,22.5,8.36,1571.14,N
13,3,1,0,6,4,2,0.07,2,2.0,1,0.5,7,1,0.0,27,1,32.9,19.0,11878.01,N
10,3,1,0,5,4,2,0.08,2,2.0,1,0.5,7,1,0.0,26,1,33.15,19.0,11967.32,N
13,17,6,14,10,26,9,0.35,10,2.6,2,0.22,33,1,0.0,12,0,27.0,19.97,10770.44,Y
8,15,1,4,8,20,8,0.36,6,3.33,2,0.25,22,1,0.0,18,1,26.2,18.41,8874.62,Y
31,25,3,19,29,38,13,0.22,14,2.71,3,0.23,45,9,0.67,39,0,36.37,41.48,62590.96,Y
18,5,1,4,17,8,3,0.08,4,2.0,1,0.33,12,1,0.0,32,2,30.51,27.07,22353.19,N
36,21,1,18,43,38,11,0.16,18,2.11,3,0.27,42,1,0.0,51,0,15.89,87.82,122506.36,Y
9,17,1,5,6,30,9,0.15,14,2.14,2,0.22,36,4,0.38,54,0,36.36,38.32,53395.15,Y
3,3,1,0,1,4,2,0.25,2,2.0,2,1.0,6,1,0.0,8,0,20.38,7.22,1062.83,N
3,7,1,3,0,8,4,0.4,2,4.0,2,0.5,9,4,1.0,7,0,18.39,9.17,1545.09,Y
7,11,1,17,7,18,6,0.26,8,2.25,2,0.33,19,1,0.0,6,1,25.52,13.0,4312.2,Y
4,3,1,2,0,4,2,0.15,2,2.0,1,0.5,6,1,0.0,11,1,28.24,7.14,1440.99,N
2,3,1,1,0,4,2,0.33,2,2.0,2,1.0,5,1,0.0,5,0,16.5,4.5,334.04,Y
3,3,1,1,0,4,2,0.25,2,2.0,2,1.0,5,1,0.0,7,0,17.09,4.57,357.2,Y
3,3,1,1,0,4,2,0.25,2,2.0,2,1.0,5,1,0.0,7,1,17.84,6.19,682.86,Y
3,5,2,0,0,6,3,0.33,2,3.0,3,1.0,9,3,1.0,9,1,16.47,9.33,1434.82,N
3,5,1,2,1,6,3,0.33,2,3.0,2,0.67,8,3,1.0,7,0,22.4,7.33,1204.38,Y
4,7,2,0,2,12,4,0.27,6,2.0,3,0.75,15,1,0.0,15,0,21.94,10.5,2418.38,N
4,3,1,0,0,4,2,0.25,2,2.0,2,1.0,6,1,0.0,8,1,16.23,4.57,339.34,N
3,1,1,0,0,0,1,0.25,0,0.0,1,1.0,2,1,0.0,4,0,11.23,2.0,44.92,N
3,5,1,1,0,8,3,0.27,4,2.0,2,0.67,8,1,0.0,10,0,22.99,4.44,454.16,Y
3,3,1,0,0,4,2,0.25,2,2.0,2,1.0,5,1,0.0,8,0,17.09,4.57,357.2,N
4,5,2,0,0,8,3,0.21,4,2.0,3,1.0,10,1,0.0,14,0,23.96,9.69,2250.48,N
3,5,1,4,0,8,3,0.27,4,2.0,2,0.67,9,1,0.0,7,1,20.85,5.0,521.24,Y
4,5,2,0,0,8,3,0.21,4,2.0,3,1.0,10,1,0.0,14,0,23.96,9.69,2250.48,N
4,3,1,1,0,4,2,0.17,2,2.0,1,0.5,6,1,0.0,11,1,21.93,8.25,1492.78,N
3,3,2,0,0,4,2,0.25,2,2.0,2,1.0,6,1,0.0,8,1,20.15,6.0,725.57,N
3,3,2,0,0,4,2,0.25,2,2.0,2,1.0,7,1,0.0,8,0,18.89,5.63,597.79,N
3,3,1,0,0,4,2,0.13,2,2.0,1,0.5,6,1,0.0,15,0,27.64,7.69,1635.44,N
3,3,1,0,0,4,2,0.25,2,2.0,2,1.0,5,1,0.0,8,1,16.23,4.57,339.34,N
3,9,1,0,0,10,5,0.45,2,5.0,2,0.4,11,5,1.0,11,1,18.96,10.11,1938.86,N
4,3,1,1,0,4,2,0.17,2,2.0,1,0.5,6,1,0.0,11,2,25.6,6.54,1094.35,N
3,1,1,0,0,0,1,0.33,0,0.0,1,1.0,2,1,0.0,3,0,9.05,2.0,36.19,N
4,5,3,1,2,8,3,0.19,4,2.0,3,1.0,12,1,0.0,15,0,24.04,10.4,2599.82,Y
3,5,3,0,1,8,3,0.25,4,2.0,3,1.0,12,1,0.0,12,0,26.42,6.77,1210.43,N
3,5,1,1,0,8,3,0.25,4,2.0,2,0.67,9,1,0.0,11,1,15.97,11.05,1949.43,Y
19,39,5,6,21,76,20,0.2,38,2.0,2,0.1,93,1,0.0,96,1,29.39,91.11,243939.5,Y
4,1,0,0,7,0,1,0.33,0,0.0,1,1.0,1,1,0.0,3,1,11.0,3.0,99.0,N
23,9,4,5,11,16,5,0.12,8,2.0,5,1.0,24,1,0.0,36,1,30.9,39.09,47217.09,Y
25,7,7,5,13,12,4,0.11,6,2.0,3,0.75,23,1,0.0,31,1,32.79,29.64,28803.52,N
19,29,3,20,20,54,15,0.15,26,2.08,7,0.47,62,3,0.14,82,1,23.98,98.43,232360.35,Y
4,7,0,1,3,12,4,0.21,6,2.0,1,0.25,14,1,0.0,18,0,10.95,15.79,2728.99,Y
8,3,3,4,4,4,2,0.13,2,2.0,1,0.5,8,1,0.0,11,1,30.01,11.76,4154.21,N
18,9,1,2,7,16,5,0.1,8,2.0,1,0.2,18,1,0.0,49,1,30.75,35.76,39329.66,Y
10,7,1,1,2,4,5,0.19,2,2.0,2,0.4,15,1,0.0,26,1,27.87,12.27,4193.22,Y
2,1,1,0,0,0,1,0.25,0,0.0,1,1.0,2,1,0.0,4,1,15.5,4.5,313.92,N
14,25,9,11,16,44,13,0.21,20,2.2,6,0.46,54,5,0.33,52,0,27.67,49.46,67672.14,Y
20,9,1,9,14,14,5,0.11,6,2.33,1,0.2,18,3,0.5,36,1,36.38,29.0,30595.0,Y
7,3,2,3,2,4,2,0.17,2,2.0,2,1.0,8,1,0.0,9,1,18.89,9.82,1820.94,Y
5,5,1,1,0,8,3,0.21,4,2.0,1,0.33,10,1,0.0,13,1,19.01,14.67,4089.46,Y
5,7,1,21,1,12,4,0.1,6,2.0,1,0.25,15,1,0.0,20,1,42.54,15.53,10260.06,Y
3,1,0,0,0,0,1,0.33,0,0.0,1,1.0,1,1,0.0,3,1,9.0,3.0,81.0,N
7,13,5,9,9,24,7,0.22,12,2.0,6,0.86,30,1,0.0,23,0,33.28,16.03,8555.65,Y
6,17,2,4,5,26,9,0.27,10,2.6,3,0.33,29,1,0.0,29,0,20.17,30.46,18713.14,Y
6,17,1,1,6,22,9,0.31,6,3.67,2,0.22,25,7,0.75,28,0,13.48,33.0,14676.46,Y
4,3,1,1,0,4,2,0.2,2,2.0,1,0.5,6,1,0.0,9,0,15.16,15.0,3411.47,Y
5,7,0,0,6,10,4,0.31,4,2.5,1,0.25,10,4,1.0,13,1,14.41,10.5,1588.31,N
2,3,0,1,0,4,2,0.25,2,2.0,1,0.5,6,1,0.0,7,2,9.09,11.0,1100.0,N
2,5,1,14,4,8,3,0.17,4,2.0,1,0.33,11,1,0.0,4,0,12.12,13.2,2112.0,Y
3,9,1,0,2,18,5,0.5,6,3.0,3,0.6,15,3,0.5,10,0,12.2,18.0,3953.09,N
2,1,0,3,0,0,1,0.17,0,0.0,1,1.0,1,1,0.0,3,0,17.58,6.0,632.92,Y
4,3,1,0,0,4,2,0.13,2,2.0,1,0.5,9,1,0.0,15,0,15.71,19.38,5897.84,N
8,5,1,0,3,8,3,0.16,4,2.0,2,0.67,13,1,0.0,19,0,18.18,20.68,7775.68,N
54,15,5,12,27,28,8,0.07,14,2.0,3,0.38,54,1,0.0,105,0,108.11,36.96,147695.29,Y
8,1,4,0,4,0,1,0.17,0,0.0,1,1.0,5,1,0.0,6,0,22.5,2.0,90.0,N
3,3,0,2,0,4,2,0.25,2,2.0,1,0.5,6,1,0.0,6,0,10.38,9.9,1017.71,Y
15,3,1,6,8,4,2,0.05,2,2.0,2,1.0,7,1,0.0,31,0,36.01,29.66,31674.07,N
26,5,1,10,7,8,3,0.06,4,2.0,1,0.33,17,1,0.0,38,0,30.09,43.27,56334.14,Y
14,5,0,10,5,8,3,0.12,4,2.0,1,0.33,13,1,0.0,16,0,34.59,16.0,8854.91,Y
50,9,1,37,18,16,5,0.03,8,2.0,1,0.2,27,1,0.0,155,0,132.94,61.45,501990.12,Y
8,3,0,0,3,4,2,0.11,2,2.0,1,0.5,7,1,0.0,19,0,59.53,8.08,3883.41,Y
14,5,0,3,2,8,3,0.04,4,2.0,1,0.33,10,1,0.0,64,0,44.68,37.34,62299.43,Y
23,5,1,24,19,8,3,0.04,4,2.0,2,0.67,11,1,0.0,55,0,74.79,38.6,111439.21,Y
8,3,7,0,8,4,2,0.15,2,2.0,2,1.0,11,1,0.0,13,0,35.04,3.85,519.3,Y
8,1,0,4,1,0,1,0.05,0,0.0,1,1.0,1,1,0.0,18,0,17.87,28.58,14596.38,Y
1,1,0,6,0,0,1,0.03,0,0.0,1,1.0,1,1,0.0,34,0,132.54,12.21,19761.56,N
2,1,0,0,2,0,1,0.02,0,0.0,1,1.0,1,1,0.0,54,0,215.91,13.45,39084.89,N
3,1,0,1,1,0,1,0.04,0,0.0,1,1.0,1,1,0.0,23,0,52.34,13.11,8997.69,Y
1,1,0,6,1,0,1,0.13,0,0.0,1,1.0,1,1,0.0,2,0,25.9,5.14,685.11,N
2,1,0,13,0,0,1,0.06,0,0.0,1,1.0,1,1,0.0,5,0,61.05,10.0,6105.34,N
15,1,7,0,6,0,1,0.11,0,0.0,1,1.0,8,1,0.0,9,0,36.46,3.0,328.18,N
16,3,5,0,7,4,2,0.13,2,2.0,1,0.5,12,1,0.0,15,0,35.9,9.47,3221.11,N
6,3,1,0,2,4,2,0.22,2,2.0,1,0.5,7,1,0.0,9,0,13.68,9.63,1267.48,N
6,5,3,0,0,8,3,0.19,4,2.0,3,1.0,13,1,0.0,16,0,35.26,7.71,2098.48,N
13,5,5,1,6,8,3,0.19,4,2.0,2,0.67,14,1,0.0,15,0,32.92,10.73,3787.08,N
2,1,0,0,0,0,1,0.2,0,0.0,1,1.0,1,1,0.0,5,0,18.32,4.5,371.04,N
5,3,4,0,0,4,2,0.15,2,2.0,2,1.0,8,1,0.0,13,0,37.27,5.54,1143.35,N
8,11,5,0,5,18,6,0.17,8,2.25,4,0.67,28,3,0.4,35,0,32.04,22.26,15883.78,N
6,1,3,0,0,0,1,0.07,0,0.0,1,1.0,6,1,0.0,14,2,25.09,9.82,2418.71,N
9,11,5,0,5,18,6,0.16,8,2.25,3,0.5,27,3,0.4,37,0,32.64,23.38,17851.06,N
19,11,1,9,17,20,6,0.15,10,2.0,1,0.17,27,1,0.0,32,0,32.58,28.39,26259.72,N
41,1,0,9,10,0,1,0.01,0,0.0,1,1.0,1,1,0.0,96,0,372.88,16.94,107059.51,N
14,1,10,3,7,0,1,0.07,0,0.0,1,1.0,11,1,0.0,11,0,59.86,4.16,1034.06,Y
20,3,6,1,10,4,2,0.07,2,2.0,2,1.0,16,1,0.0,28,0,49.24,12.67,7899.91,Y
17,11,1,6,10,20,6,0.14,10,2.0,3,0.5,24,1,0.0,37,0,51.72,17.7,16202.08,Y
14,5,1,2,2,8,3,0.02,4,2.0,2,0.67,11,1,0.0,196,0,201.95,50.69,518878.57,Y
10,1,5,0,6,0,1,0.07,0,0.0,1,1.0,6,1,0.0,14,0,38.55,5.41,1127.78,N
7,3,0,7,4,4,2,0.17,2,2.0,1,0.5,6,1,0.0,5,3,15.69,10.29,1660.33,Y
