LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,Defective
9,5,2,10,6,8,3,0.12,4,2.0,3,1.0,10,1,0.0,16,0,39.8,9.0,3223.83,N
4,3,2,0,4,4,2,0.17,2,2.0,2,1.0,6,1,0.0,12,1,23.34,6.11,871.59,N
3,3,0,0,0,4,2,0.15,2,2.0,1,0.5,6,1,0.0,13,2,18.1,9.63,1676.34,N
55,34,25,3,91,12,30,0.22,6,2.0,26,0.87,70,1,0.0,133,3,54.04,77.46,324260.81,Y
5,3,3,0,13,4,2,0.13,2,2.0,2,1.0,7,1,0.0,16,3,21.16,9.1,1752.37,N
22,7,2,3,5,10,4,0.13,4,2.5,3,0.75,12,3,0.67,27,3,28.78,18.12,9456.28,N
19,9,2,3,15,14,5,0.15,6,2.33,4,0.8,16,4,0.75,31,3,35.02,17.25,10420.79,N
12,9,3,2,28,16,5,0.13,8,2.0,3,0.6,19,1,0.0,37,2,30.93,16.0,7919.03,N
5,7,1,0,6,10,4,0.15,4,2.5,2,0.5,13,3,0.67,26,2,38.77,13.2,6756.06,N
6,11,1,0,8,20,6,0.18,10,2.0,3,0.5,19,1,0.0,34,2,59.16,12.6,9398.15,N
21,13,5,2,30,22,7,0.21,10,2.2,5,0.71,24,1,0.0,31,1,26.31,23.5,14529.3,N
7,3,0,0,0,4,2,0.13,2,2.0,1,0.5,6,1,0.0,15,2,37.54,7.6,2168.23,N
10,7,2,6,12,12,4,0.19,6,2.0,4,1.0,15,4,1.0,15,2,18.1,16.36,4845.73,N
53,57,13,45,13,112,29,0.17,56,2.0,27,0.93,162,7,0.21,130,0,91.32,55.88,285170.84,N
12,7,8,3,3,12,4,0.12,6,2.0,4,1.0,25,1,0.0,30,0,30.45,20.71,13065.14,N
10,11,8,4,0,20,6,0.16,10,2.0,6,1.0,31,1,0.0,34,0,64.31,12.0,9260.02,N
47,15,7,27,28,20,9,0.1,10,2.0,6,0.67,50,1,0.0,59,1,47.3,45.77,99082.56,N
7,7,1,11,30,12,4,0.15,6,2.0,1,0.25,15,1,0.0,16,6,18.87,19.62,7260.95,N
33,23,1,5,95,44,12,0.17,22,2.0,1,0.08,60,1,0.0,65,4,79.18,42.02,139798.54,N
46,39,6,20,96,70,20,0.18,32,2.19,4,0.2,97,9,0.42,91,1,72.67,51.47,192513.32,Y
5,5,3,0,3,8,3,0.15,4,2.0,3,1.0,15,1,0.0,20,0,38.85,12.28,5856.79,N
9,19,0,6,6,36,10,0.16,18,2.0,1,0.1,38,5,0.44,58,3,30.99,33.52,34816.7,Y
17,29,0,19,53,50,15,0.22,22,2.27,1,0.07,55,9,0.57,50,2,50.79,25.26,32401.84,N
1,5,0,0,0,8,3,0.25,4,2.0,1,0.33,12,1,0.0,12,2,21.83,10.42,2369.07,N
24,33,7,13,55,60,17,0.16,28,2.14,6,0.35,79,7,0.38,93,1,56.02,48.06,129374.54,N
24,37,6,0,18,52,19,0.28,20,2.6,13,0.68,68,19,1.0,69,0,73.61,37.75,104901.75,N
4,5,0,1,0,8,3,0.18,4,2.0,1,0.33,10,3,1.0,16,2,13.72,10.56,1531.0,N
5,5,0,0,0,8,3,0.15,4,2.0,1,0.33,9,1,0.0,20,2,10.03,14.67,2158.18,N
26,28,16,20,119,28,17,0.1,12,2.33,13,0.76,72,10,0.56,154,1,133.35,38.57,198396.43,N
6,31,3,1,19,54,16,0.22,24,2.25,7,0.44,61,9,0.53,72,6,86.16,18.26,28729.02,N
21,31,10,13,50,34,18,0.13,16,2.13,13,0.72,72,1,0.0,125,3,77.8,40.25,126046.47,N
6,9,2,0,17,16,5,0.17,8,2.0,2,0.4,21,1,0.0,29,2,27.4,20.78,11829.84,N
8,5,1,1,11,8,3,0.16,4,2.0,1,0.33,12,1,0.0,18,4,35.6,12.89,5919.2,N
17,21,7,0,8,36,11,0.2,16,2.25,8,0.73,53,5,0.4,55,4,48.89,26.83,35190.17,N
14,5,2,0,39,8,3,0.06,4,2.0,1,0.33,13,1,0.0,47,2,59.87,15.65,14671.27,N
10,11,2,2,14,20,6,0.18,10,2.0,2,0.33,25,4,0.6,32,1,21.82,22.85,11393.4,N
2,5,4,0,2,8,3,0.14,4,2.0,3,1.0,14,1,0.0,21,2,34.56,8.63,2570.73,N
4,3,0,0,1,4,2,0.14,2,2.0,1,0.5,6,1,0.0,14,3,12.74,7.86,786.33,N
6,5,6,0,6,8,3,0.14,4,2.0,3,1.0,15,1,0.0,21,2,40.4,11.25,5113.63,N
9,5,4,0,11,8,3,0.11,4,2.0,2,0.67,16,1,0.0,28,1,36.57,15.24,8490.44,Y
2,3,3,0,9,4,2,0.11,2,2.0,2,1.0,9,1,0.0,18,1,32.0,11.63,4329.68,N
3,6,5,2,13,4,4,0.11,2,2.0,4,1.0,30,1,0.0,36,0,48.31,17.63,15014.65,N
22,58,13,12,33,78,32,0.19,36,2.17,20,0.63,124,7,0.19,160,3,151.5,22.73,78244.98,N
10,37,12,0,62,64,20,0.13,32,2.0,18,0.9,95,1,0.0,149,0,171.78,29.58,150305.78,Y
42,141,24,45,339,238,73,0.16,106,2.25,41,0.56,303,30,0.4,411,7,293.68,43.41,553518.63,Y
16,29,5,3,29,54,15,0.12,26,2.08,12,0.8,76,3,0.14,121,0,164.09,23.26,88801.93,Y
0,3,0,0,0,4,2,0.15,2,2.0,1,0.5,6,1,0.0,13,0,21.15,3.5,259.02,N
2,49,8,33,58,90,25,0.16,42,2.14,9,0.36,117,12,0.46,128,0,104.25,54.33,307757.08,N
4,9,0,0,0,16,5,0.25,8,2.0,1,0.2,19,1,0.0,20,1,13.75,21.0,6065.91,N
0,11,3,2,20,14,6,0.21,4,3.5,2,0.33,18,1,0.0,27,0,38.41,13.45,6946.75,N
8,19,4,6,7,32,10,0.19,14,2.29,7,0.7,54,9,0.89,47,0,105.02,18.86,37359.42,N
10,5,9,2,18,8,3,0.17,4,2.0,2,0.67,18,1,0.0,16,1,45.77,7.71,2723.97,N
15,7,4,0,21,12,4,0.1,6,2.0,4,1.0,25,1,0.0,41,7,61.36,23.68,34405.27,N
4,3,0,3,0,4,2,0.12,2,2.0,1,0.5,6,1,0.0,14,2,16.29,9.29,1404.34,N
4,3,0,3,0,4,2,0.12,2,2.0,1,0.5,6,1,0.0,14,2,16.29,9.29,1404.34,N
12,5,4,0,39,8,3,0.11,4,2.0,1,0.33,18,1,0.0,27,1,61.85,12.04,8964.95,N
3,3,2,6,6,4,2,0.07,2,2.0,2,1.0,8,1,0.0,21,2,22.83,23.0,12075.0,N
0,5,1,0,5,6,3,0.19,2,3.0,2,0.67,7,3,1.0,16,4,24.32,7.64,1418.49,N
10,17,3,12,20,32,9,0.13,16,2.0,3,0.33,46,1,0.0,55,4,52.18,33.32,57931.89,N
6,9,3,10,22,16,5,0.16,8,2.0,2,0.4,24,1,0.0,22,7,27.26,22.11,13319.21,N
2,23,10,14,78,42,12,0.13,20,2.1,6,0.5,52,4,0.27,79,7,89.42,13.73,16858.82,Y
6,47,2,1,58,80,25,0.18,40,2.0,24,0.96,112,1,0.0,138,1,171.89,27.21,127275.78,N
0,7,9,1,23,10,4,0.17,4,2.5,4,1.0,20,1,0.0,23,0,34.26,11.57,4586.97,N
0,19,5,4,15,16,13,0.2,8,2.0,6,0.46,42,1,0.0,60,1,66.12,13.9,12780.02,N
1,9,4,1,0,16,5,0.15,8,2.0,3,0.6,20,1,0.0,32,0,27.2,13.24,4764.71,N
1,5,5,0,11,8,3,0.11,4,2.0,3,1.0,13,1,0.0,28,2,47.22,11.69,6449.49,N
1,7,5,0,12,12,4,0.1,6,2.0,3,0.75,20,3,0.67,41,0,56.52,13.19,9840.36,Y
1,3,4,0,3,4,2,0.11,2,2.0,2,1.0,8,1,0.0,19,2,33.23,9.41,2943.55,N
2,3,4,0,3,4,2,0.11,2,2.0,2,1.0,8,1,0.0,19,2,31.71,8.91,2515.03,N
2,7,7,3,35,10,4,0.1,4,2.5,1,0.25,19,3,0.67,38,3,60.5,14.75,13163.37,N
14,3,14,0,7,4,2,0.05,2,2.0,2,1.0,19,1,0.0,41,1,93.81,15.69,23101.5,N
5,3,9,0,6,4,2,0.07,2,2.0,2,1.0,13,1,0.0,30,0,58.05,14.68,12512.17,N
10,29,8,2,65,56,15,0.1,28,2.0,6,0.4,74,11,0.71,149,6,118.83,46.92,261640.64,N
0,3,4,0,6,4,2,0.11,2,2.0,2,1.0,8,1,0.0,19,2,31.58,9.5,2850.0,N
12,37,12,23,65,60,20,0.13,28,2.14,10,0.5,104,9,0.42,130,1,83.0,51.6,220979.91,Y
6,15,6,6,7,20,9,0.14,10,2.0,7,0.78,38,1,0.0,57,7,45.05,29.27,38588.27,Y
1,3,4,0,6,4,2,0.05,2,2.0,2,1.0,8,1,0.0,42,0,94.81,13.88,18268.21,N
1,3,2,6,13,4,2,0.1,2,2.0,1,0.5,7,1,0.0,14,1,28.66,11.47,3771.09,N
1,3,5,0,12,4,2,0.09,2,2.0,2,1.0,9,1,0.0,22,1,36.77,11.48,4842.06,N
0,5,0,0,9,8,3,0.11,4,2.0,1,0.33,11,1,0.0,27,2,54.96,8.31,3793.04,N
1,9,0,1,4,16,5,0.16,8,2.0,1,0.2,18,1,0.0,31,2,14.28,19.94,5674.43,N
5,19,5,7,39,34,10,0.07,16,2.13,8,0.8,61,8,0.78,127,18,124.12,29.01,104460.67,N
3,9,3,6,4,16,5,0.09,8,2.0,5,1.0,33,1,0.0,49,8,102.23,12.09,14944.77,Y
13,7,4,1,5,12,4,0.09,6,2.0,4,1.0,23,1,0.0,45,0,99.18,16.49,26973.57,N
67,29,10,27,41,56,15,0.13,28,2.0,15,1.0,76,15,1.0,92,2,46.37,57.0,150670.96,N
9,7,0,7,11,12,4,0.16,6,2.0,1,0.25,14,4,1.0,18,4,24.0,15.38,5680.1,N
15,11,4,9,22,20,6,0.13,10,2.0,6,1.0,30,1,0.0,36,3,46.84,21.46,21576.47,N
6,5,1,4,0,8,3,0.12,4,2.0,3,1.0,14,1,0.0,22,0,24.31,14.06,4807.12,N
21,7,4,10,22,12,4,0.1,6,2.0,2,0.5,19,1,0.0,30,2,45.35,25.34,29117.23,N
9,7,1,6,10,12,4,0.18,6,2.0,2,0.5,14,1,0.0,16,0,22.84,25.89,15315.78,N
10,7,1,7,10,12,4,0.18,6,2.0,2,0.5,14,1,0.0,15,0,22.84,25.89,15315.78,N
46,19,8,35,31,36,10,0.13,18,2.0,8,0.8,48,1,0.0,40,0,83.37,31.3,81653.73,N
33,11,5,18,28,20,6,0.1,10,2.0,4,0.67,29,1,0.0,44,2,71.49,34.84,86774.3,N
10,9,1,5,0,16,5,0.14,8,2.0,5,1.0,32,1,0.0,31,0,44.36,16.56,12163.87,N
25,11,4,11,21,20,6,0.18,10,2.0,3,0.5,24,1,0.0,22,2,25.24,19.95,10047.02,N
9,7,4,2,13,12,4,0.18,6,2.0,4,1.0,16,1,0.0,20,0,46.13,14.44,9617.77,N
10,3,2,2,4,4,2,0.07,2,2.0,2,1.0,7,1,0.0,25,1,48.82,16.55,13373.72,N
6,3,1,5,4,4,2,0.13,2,2.0,1,0.5,6,1,0.0,10,4,21.05,9.8,2021.97,N
6,3,1,5,4,4,2,0.13,2,2.0,1,0.5,6,1,0.0,10,4,21.05,9.8,2021.97,N
7,5,1,4,8,8,3,0.17,4,2.0,2,0.67,12,1,0.0,14,1,30.91,8.62,2294.05,N
20,11,4,4,16,18,6,0.19,8,2.25,5,0.83,22,3,0.4,27,4,53.81,14.9,11951.03,N
14,7,3,3,12,12,4,0.17,6,2.0,4,1.0,16,1,0.0,20,0,47.35,11.12,5850.56,N
19,13,4,4,18,20,7,0.22,8,2.5,5,0.71,24,5,0.67,28,4,55.58,14.56,11789.43,N
36,23,8,21,29,40,12,0.18,18,2.22,8,0.67,48,5,0.36,45,4,68.78,26.32,47644.35,N
3,3,0,2,2,4,2,0.15,2,2.0,1,0.5,5,1,0.0,11,2,10.9,12.0,1569.59,N
3,3,0,2,2,4,2,0.15,2,2.0,1,0.5,5,1,0.0,11,2,17.29,12.0,2489.43,N
9,15,4,14,22,28,8,0.2,14,2.0,6,0.75,30,4,0.43,27,6,35.27,13.74,6655.21,N
5,3,1,4,12,4,2,0.14,2,2.0,2,1.0,5,1,0.0,10,3,15.6,6.67,693.33,N
1,3,0,3,3,4,2,0.17,2,2.0,1,0.5,5,1,0.0,9,3,13.38,8.25,910.48,N
1,3,0,3,3,4,2,0.17,2,2.0,1,0.5,5,1,0.0,9,3,20.27,9.17,1703.56,N
49,19,8,6,57,30,10,0.1,12,2.5,7,0.7,60,10,1.0,98,1,125.84,27.25,93428.15,N
77,49,9,20,56,94,25,0.13,46,2.04,24,0.96,137,15,0.58,172,4,243.12,22.99,128457.87,N
40,5,3,2,11,8,3,0.1,4,2.0,3,1.0,16,1,0.0,28,1,44.75,18.67,15592.09,Y
31,7,7,1,29,12,4,0.09,6,2.0,4,1.0,33,1,0.0,43,0,84.37,19.2,31093.83,N
34,3,4,11,31,4,2,0.04,2,2.0,2,1.0,11,1,0.0,36,5,37.89,24.18,22153.96,N
14,7,2,11,5,12,4,0.13,6,2.0,3,0.75,15,1,0.0,21,5,49.79,9.48,4476.07,N
5,7,1,1,1,12,4,0.24,6,2.0,2,0.5,15,1,0.0,16,1,24.97,20.38,10375.62,N
4,5,2,0,7,8,3,0.21,4,2.0,3,1.0,12,1,0.0,14,1,16.78,11.2,2105.41,N
39,37,6,6,51,66,19,0.2,30,2.2,9,0.47,77,9,0.44,88,1,66.11,50.27,167072.98,N
18,6,6,7,6,4,4,0.11,2,2.0,3,0.75,16,1,0.0,29,3,49.27,18.53,16907.83,N
49,41,14,16,37,78,21,0.28,38,2.05,15,0.71,104,5,0.2,60,3,78.4,74.77,438244.07,N
31,19,5,12,25,34,10,0.16,16,2.13,6,0.6,41,3,0.22,52,2,47.49,47.96,109246.59,N
84,37,10,44,76,66,19,0.13,32,2.06,8,0.42,82,9,0.44,101,9,75.03,66.0,326814.89,N
17,15,3,28,6,28,8,0.14,14,2.0,6,0.75,37,1,0.0,29,0,78.29,48.05,180758.79,N
16,11,5,3,8,18,6,0.24,8,2.25,4,0.67,28,5,0.8,22,0,37.5,29.45,32535.15,N
5,8,3,7,3,4,6,0.17,2,2.0,6,1.0,17,1,0.0,29,1,29.49,24.0,16987.59,N
1,7,1,1,0,8,4,0.25,2,4.0,2,0.5,11,4,1.0,15,1,22.03,12.0,3172.85,N
7,3,3,2,7,4,2,0.13,2,2.0,1,0.5,8,1,0.0,14,2,25.23,9.5,2277.36,N
17,20,3,5,0,14,15,0.22,6,2.33,3,0.2,40,4,0.21,63,3,45.89,35.45,57670.7,N
3,3,0,2,1,8,2,0.18,4,2.0,1,0.5,5,1,0.0,9,2,24.7,7.22,1288.28,N
3,3,0,2,0,8,2,0.18,4,2.0,1,0.5,5,1,0.0,9,2,24.08,7.22,1256.07,N
6,7,3,1,1,8,4,0.22,2,4.0,2,0.5,12,1,0.0,17,1,25.0,13.6,4624.0,N
25,9,8,7,0,12,5,0.15,6,2.0,5,1.0,32,1,0.0,27,0,50.43,10.62,5682.29,N
13,17,5,2,0,32,9,0.14,16,2.0,9,1.0,59,1,0.0,62,0,183.65,7.02,9044.12,N
7,3,3,0,9,4,2,0.17,2,2.0,2,1.0,7,1,0.0,12,1,22.78,2.33,124.02,N
2,7,1,0,0,12,4,0.17,6,2.0,2,0.5,14,1,0.0,24,2,20.18,16.36,5403.6,N
5,5,2,4,0,8,3,0.18,4,2.0,3,1.0,16,1,0.0,13,0,25.58,13.2,4456.28,N
22,5,0,3,13,16,3,0.09,8,2.0,1,0.33,12,1,0.0,32,1,58.73,53.2,166215.79,N
1,3,4,0,0,4,2,0.2,2,2.0,2,1.0,9,1,0.0,10,0,22.35,7.27,1181.93,N
9,5,2,4,3,8,3,0.14,4,2.0,3,1.0,14,1,0.0,17,0,29.6,24.29,17460.6,N
1,3,0,0,0,4,2,0.29,2,2.0,1,0.5,5,1,0.0,7,1,8.79,12.0,1265.83,N
1,5,0,0,0,8,3,0.33,4,2.0,1,0.33,9,1,0.0,9,1,12.09,14.14,2417.96,N
1,5,0,0,0,8,3,0.27,4,2.0,1,0.33,9,1,0.0,11,2,14.67,14.67,3156.61,N
1,3,0,0,0,4,2,0.29,2,2.0,1,0.5,5,1,0.0,7,1,8.79,12.0,1265.83,N
1,5,0,0,0,8,3,0.33,4,2.0,1,0.33,9,1,0.0,9,1,12.09,14.14,2417.96,N
1,5,0,0,0,8,3,0.27,4,2.0,1,0.33,9,1,0.0,11,2,14.67,14.67,3156.61,N
1,3,0,0,0,4,2,0.29,2,2.0,1,0.5,5,1,0.0,7,1,8.79,12.0,1265.83,N
1,5,0,0,0,8,3,0.33,4,2.0,1,0.33,9,1,0.0,9,1,12.09,14.14,2417.96,N
1,5,0,0,0,8,3,0.27,4,2.0,1,0.33,9,1,0.0,11,2,14.67,14.67,3156.61,N
40,11,4,25,13,16,6,0.08,8,2.0,4,0.67,27,5,0.8,48,1,71.01,24.77,43561.75,N
2,3,2,0,2,4,2,0.29,2,2.0,2,1.0,6,1,0.0,7,0,16.52,6.19,632.28,N
2,3,2,0,2,4,2,0.29,2,2.0,2,1.0,6,1,0.0,7,0,16.52,6.19,632.28,N
2,3,2,0,2,4,2,0.29,2,2.0,2,1.0,6,1,0.0,7,0,16.52,6.19,632.28,N
2,3,2,0,2,4,2,0.29,2,2.0,2,1.0,6,1,0.0,7,0,16.52,6.19,632.28,N
2,3,2,0,2,4,2,0.29,2,2.0,2,1.0,6,1,0.0,7,0,16.52,6.19,632.28,N
2,3,2,0,2,4,2,0.29,2,2.0,2,1.0,6,1,0.0,7,0,16.52,6.19,632.28,N
2,3,2,0,2,4,2,0.29,2,2.0,2,1.0,6,1,0.0,7,0,16.52,6.19,632.28,N
8,7,0,2,14,10,4,0.24,4,2.5,1,0.25,11,3,0.67,15,0,17.03,14.68,3670.2,N
2,3,0,0,8,4,2,0.22,2,2.0,1,0.5,6,1,0.0,9,0,11.86,4.38,227.03,N
4,3,0,0,10,4,2,0.25,2,2.0,1,0.5,5,1,0.0,8,0,11.07,4.38,211.89,N
3,3,0,0,5,4,2,0.25,2,2.0,1,0.5,5,1,0.0,8,0,17.16,6.19,657.1,N
4,3,0,0,10,4,2,0.25,2,2.0,1,0.5,5,1,0.0,8,0,11.07,4.38,211.89,N
3,3,2,0,2,4,2,0.22,2,2.0,2,1.0,6,1,0.0,9,0,19.71,5.5,596.3,N
13,5,3,4,19,8,3,0.18,4,2.0,2,0.67,17,1,0.0,13,0,22.53,13.93,4371.1,N
9,17,4,0,0,32,9,0.38,16,2.0,8,0.89,34,1,0.0,24,0,30.54,11.65,4143.37,N
16,7,3,0,15,12,4,0.16,6,2.0,3,0.75,15,1,0.0,25,0,21.39,22.46,10795.37,N
